Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:53:01.545,1 Jun 2027 00:56:46.886,225.341
2,1 Jun 2027 02:24:47.225,1 Jun 2027 02:32:06.695,439.471
3,1 Jun 2027 03:57:06.523,1 Jun 2027 04:08:11.720,665.197
4,1 Jun 2027 05:31:22.969,1 Jun 2027 05:44:15.401,772.431
5,1 Jun 2027 07:08:11.282,1 Jun 2027 07:19:58.641,707.359
6,1 Jun 2027 08:49:18.662,1 Jun 2027 08:53:54.050,275.388
7,1 Jun 2027 17:07:15.741,1 Jun 2027 17:16:05.224,529.484
8,1 Jun 2027 18:42:21.954,1 Jun 2027 18:54:59.694,757.740
9,1 Jun 2027 20:18:16.243,1 Jun 2027 20:30:44.442,748.200
10,1 Jun 2027 21:54:22.504,1 Jun 2027 22:04:10.970,588.466
11,1 Jun 2027 23:30:20.988,1 Jun 2027 23:35:59.999,339.011
12,2 Jun 2027 01:04:37.353,2 Jun 2027 01:08:35.792,238.439
13,2 Jun 2027 02:36:16.709,2 Jun 2027 02:44:08.598,471.888
14,2 Jun 2027 04:08:48.265,2 Jun 2027 04:20:14.548,686.283
15,2 Jun 2027 05:43:21.841,2 Jun 2027 05:56:16.884,775.043
16,2 Jun 2027 07:20:32.689,2 Jun 2027 07:31:55.145,682.457
17,2 Jun 2027 17:19:04.528,2 Jun 2027 17:28:44.096,579.568
18,2 Jun 2027 18:54:21.801,2 Jun 2027 19:07:08.456,766.656
19,2 Jun 2027 20:30:18.658,2 Jun 2027 20:42:34.089,735.431
20,2 Jun 2027 22:06:25.246,2 Jun 2027 22:15:45.503,560.258
21,2 Jun 2027 23:42:19.734,2 Jun 2027 23:47:28.122,308.388
22,3 Jun 2027 01:16:09.916,3 Jun 2027 01:20:28.276,258.360
23,3 Jun 2027 02:47:47.261,3 Jun 2027 02:56:10.836,503.575
24,3 Jun 2027 04:20:31.956,3 Jun 2027 04:32:17.304,705.348
25,3 Jun 2027 05:55:23.138,3 Jun 2027 06:08:18.024,774.886
26,3 Jun 2027 07:32:57.831,3 Jun 2027 07:43:50.325,652.495
27,3 Jun 2027 17:30:56.159,3 Jun 2027 17:41:17.497,621.339
28,3 Jun 2027 19:06:22.164,3 Jun 2027 19:19:14.530,772.366
29,3 Jun 2027 20:42:21.222,3 Jun 2027 20:54:21.618,720.396
30,3 Jun 2027 22:18:27.871,3 Jun 2027 22:27:18.532,530.661
31,3 Jun 2027 23:54:16.879,3 Jun 2027 23:58:57.070,280.191
32,4 Jun 2027 01:27:40.167,4 Jun 2027 01:32:23.556,283.390
33,4 Jun 2027 02:59:19.054,4 Jun 2027 03:08:13.317,534.264
34,4 Jun 2027 04:32:17.668,4 Jun 2027 04:44:19.975,722.307
35,4 Jun 2027 06:07:26.936,4 Jun 2027 06:20:18.780,771.844
36,4 Jun 2027 07:45:27.112,4 Jun 2027 07:55:43.839,616.727
37,4 Jun 2027 17:42:49.900,4 Jun 2027 17:53:46.260,656.360
38,4 Jun 2027 19:18:22.973,4 Jun 2027 19:31:18.023,775.050
