Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 02:48:53.980,1 Jun 2027 03:01:34.950,760.970
2,1 Jun 2027 04:25:58.224,1 Jun 2027 04:35:02.445,544.221
3,1 Jun 2027 13:34:59.766,1 Jun 2027 13:45:54.081,654.315
4,1 Jun 2027 15:09:54.590,1 Jun 2027 15:22:01.504,726.914
5,2 Jun 2027 01:28:25.997,2 Jun 2027 01:33:40.256,314.259
6,2 Jun 2027 03:00:51.260,2 Jun 2027 03:13:38.479,767.218
7,2 Jun 2027 04:38:35.768,2 Jun 2027 04:46:07.187,451.419
8,2 Jun 2027 13:46:33.164,2 Jun 2027 13:58:10.294,697.131
9,2 Jun 2027 15:22:14.938,2 Jun 2027 15:33:47.245,692.307
10,3 Jun 2027 01:39:16.522,3 Jun 2027 01:47:03.877,467.356
11,3 Jun 2027 03:12:51.975,3 Jun 2027 03:25:36.579,764.603
12,3 Jun 2027 04:51:33.792,3 Jun 2027 04:56:48.462,314.671
13,3 Jun 2027 13:58:13.328,3 Jun 2027 14:10:22.124,728.796
14,3 Jun 2027 15:34:43.102,3 Jun 2027 15:45:27.057,643.955
15,4 Jun 2027 01:50:33.667,4 Jun 2027 01:59:58.862,565.195
16,4 Jun 2027 03:24:56.031,4 Jun 2027 03:37:29.274,753.244
17,4 Jun 2027 14:09:59.538,4 Jun 2027 14:22:30.171,750.633
18,4 Jun 2027 15:47:21.165,4 Jun 2027 15:56:58.877,577.712
19,5 Jun 2027 02:02:03.941,5 Jun 2027 02:12:38.775,634.834
20,5 Jun 2027 03:37:03.519,5 Jun 2027 03:49:16.385,732.866
21,5 Jun 2027 12:50:55.146,5 Jun 2027 12:55:40.457,285.311
22,5 Jun 2027 14:21:51.362,5 Jun 2027 14:34:34.763,763.401
23,5 Jun 2027 16:00:13.266,5 Jun 2027 16:08:18.594,485.327
24,6 Jun 2027 02:13:42.666,6 Jun 2027 02:25:08.334,685.668
25,6 Jun 2027 03:49:14.718,6 Jun 2027 04:00:57.542,702.824
26,6 Jun 2027 13:01:30.353,6 Jun 2027 13:08:44.071,433.718
27,6 Jun 2027 14:33:48.613,6 Jun 2027 14:46:36.006,767.393
28,6 Jun 2027 16:13:30.436,6 Jun 2027 16:19:15.232,344.797
29,7 Jun 2027 02:25:27.568,7 Jun 2027 02:37:29.820,722.251
30,7 Jun 2027 04:01:30.177,7 Jun 2027 04:12:32.071,661.894
31,7 Jun 2027 13:12:32.386,7 Jun 2027 13:21:23.865,531.479
32,7 Jun 2027 14:45:51.281,7 Jun 2027 14:58:33.834,762.553
33,8 Jun 2027 02:37:17.370,8 Jun 2027 02:49:44.516,747.147
34,8 Jun 2027 04:13:50.889,8 Jun 2027 04:23:58.856,607.967
35,8 Jun 2027 13:23:48.640,8 Jun 2027 13:33:52.276,603.636
36,8 Jun 2027 14:57:59.538,8 Jun 2027 15:10:28.028,748.490
37,9 Jun 2027 02:49:11.290,9 Jun 2027 03:01:53.172,761.882
38,9 Jun 2027 04:26:18.687,9 Jun 2027 04:35:15.904,537.217
39,9 Jun 2027 13:35:14.817,9 Jun 2027 13:46:13.411,658.594
40,9 Jun 2027 15:10:13.789,9 Jun 2027 15:22:18.131,724.343
41,10 Jun 2027 01:28:35.664,10 Jun 2027 01:34:07.325,331.661
42,10 Jun 2027 03:01:08.877,10 Jun 2027 03:13:56.217,767.340
43,10 Jun 2027 04:38:57.444,10 Jun 2027 04:46:19.174,441.729
44,10 Jun 2027 13:46:48.849,10 Jun 2027 13:58:29.199,700.349
45,10 Jun 2027 15:22:34.770,10 Jun 2027 15:34:03.403,688.634
46,11 Jun 2027 01:39:29.737,11 Jun 2027 01:47:27.211,477.474
47,11 Jun 2027 03:13:09.886,11 Jun 2027 03:25:53.844,763.958
48,11 Jun 2027 04:51:58.412,11 Jun 2027 04:56:57.234,298.823
49,11 Jun 2027 13:58:29.569,11 Jun 2027 14:10:40.672,731.103
50,11 Jun 2027 15:35:03.700,11 Jun 2027 15:45:42.609,638.909
51,12 Jun 2027 01:50:48.344,12 Jun 2027 02:00:20.561,572.217
52,12 Jun 2027 03:25:14.232,12 Jun 2027 03:37:46.059,751.827
53,12 Jun 2027 14:10:16.281,12 Jun 2027 14:22:48.405,752.124
54,12 Jun 2027 15:47:42.784,12 Jun 2027 15:57:13.569,570.785
55,13 Jun 2027 02:02:19.485,13 Jun 2027 02:12:59.431,639.946
56,13 Jun 2027 03:37:22.027,13 Jun 2027 03:49:32.664,730.636
57,13 Jun 2027 12:51:03.404,13 Jun 2027 12:56:05.605,302.202
58,13 Jun 2027 14:22:08.590,13 Jun 2027 14:34:52.694,764.104
59,13 Jun 2027 16:00:36.467,13 Jun 2027 16:08:31.873,475.406
