Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 01:15:02.046,1 Jun 2027 01:27:15.647,733.600
2,1 Jun 2027 02:51:16.627,1 Jun 2027 03:01:58.476,641.850
3,1 Jun 2027 12:01:51.674,1 Jun 2027 12:11:16.150,564.476
4,1 Jun 2027 13:35:32.939,1 Jun 2027 13:48:10.693,757.754
5,2 Jun 2027 01:26:53.462,2 Jun 2027 01:39:27.658,754.196
6,2 Jun 2027 03:03:39.676,2 Jun 2027 03:13:21.625,581.949
7,2 Jun 2027 12:13:12.428,2 Jun 2027 12:23:40.937,628.509
8,2 Jun 2027 13:47:43.470,2 Jun 2027 14:00:03.113,739.642
9,3 Jun 2027 00:07:29.668,3 Jun 2027 00:10:22.366,172.698
10,3 Jun 2027 01:38:48.766,3 Jun 2027 01:51:33.867,765.102
11,3 Jun 2027 03:16:10.935,3 Jun 2027 03:24:33.860,502.925
12,3 Jun 2027 12:24:42.027,3 Jun 2027 12:35:59.463,677.435
13,3 Jun 2027 14:00:00.226,3 Jun 2027 14:11:51.202,710.976
14,4 Jun 2027 00:17:43.920,4 Jun 2027 00:24:22.969,399.050
15,4 Jun 2027 01:50:47.597,4 Jun 2027 02:03:34.594,766.997
16,4 Jun 2027 03:28:55.944,4 Jun 2027 03:35:29.474,393.530
17,4 Jun 2027 12:36:18.874,4 Jun 2027 12:48:13.174,714.301
18,4 Jun 2027 14:12:24.098,4 Jun 2027 14:23:34.051,669.953
19,5 Jun 2027 00:28:50.325,5 Jun 2027 00:37:29.380,519.055
20,5 Jun 2027 02:02:49.770,5 Jun 2027 02:15:29.957,760.187
21,5 Jun 2027 03:42:15.912,5 Jun 2027 03:45:47.066,211.154
22,5 Jun 2027 12:48:02.039,5 Jun 2027 13:00:22.883,740.844
23,5 Jun 2027 14:24:56.628,5 Jun 2027 14:35:10.127,613.499
24,6 Jun 2027 00:40:14.601,6 Jun 2027 00:50:15.966,601.366
25,6 Jun 2027 02:14:55.295,6 Jun 2027 02:27:19.891,744.595
26,6 Jun 2027 11:30:03.539,6 Jun 2027 11:32:36.918,153.379
27,6 Jun 2027 12:59:50.974,6 Jun 2027 13:12:29.017,758.043
28,6 Jun 2027 14:37:40.653,6 Jun 2027 14:46:36.603,535.950
29,7 Jun 2027 00:51:49.224,7 Jun 2027 01:02:50.289,661.065
30,7 Jun 2027 02:27:04.327,7 Jun 2027 02:39:04.123,719.796
31,7 Jun 2027 11:40:04.335,7 Jun 2027 11:46:13.112,368.776
32,7 Jun 2027 13:11:45.372,7 Jun 2027 13:24:31.785,766.413
33,7 Jun 2027 14:50:42.507,7 Jun 2027 14:57:47.207,424.700
34,8 Jun 2027 01:03:30.998,8 Jun 2027 01:15:15.576,704.578
35,8 Jun 2027 02:39:17.269,8 Jun 2027 02:50:42.159,684.890
36,8 Jun 2027 11:50:55.732,8 Jun 2027 11:59:01.811,486.078
37,8 Jun 2027 13:23:45.133,8 Jun 2027 13:36:31.222,766.090
38,8 Jun 2027 15:04:25.371,8 Jun 2027 15:08:18.814,233.443
39,9 Jun 2027 01:15:18.224,9 Jun 2027 01:27:33.529,735.305
40,9 Jun 2027 02:51:34.840,9 Jun 2027 03:02:13.150,638.310
41,9 Jun 2027 12:02:05.562,9 Jun 2027 12:11:34.970,569.408
42,9 Jun 2027 13:35:50.345,9 Jun 2027 13:48:27.170,756.825
43,10 Jun 2027 01:27:09.918,10 Jun 2027 01:39:45.128,755.211
44,10 Jun 2027 03:03:58.344,10 Jun 2027 03:13:35.664,577.320
45,10 Jun 2027 12:13:26.989,10 Jun 2027 12:23:59.263,632.274
46,10 Jun 2027 13:48:01.276,10 Jun 2027 14:00:19.318,738.042
47,11 Jun 2027 00:07:34.515,11 Jun 2027 00:10:52.375,197.859
48,11 Jun 2027 01:39:05.460,11 Jun 2027 01:51:50.963,765.504
49,11 Jun 2027 03:16:30.285,11 Jun 2027 03:24:47.024,496.739
50,11 Jun 2027 12:24:57.120,11 Jun 2027 12:36:17.420,680.300
51,11 Jun 2027 14:00:18.479,11 Jun 2027 14:12:07.082,708.603
52,12 Jun 2027 00:17:56.334,12 Jun 2027 00:24:45.265,408.932
53,12 Jun 2027 01:51:04.516,12 Jun 2027 02:03:51.326,766.810
54,12 Jun 2027 03:29:16.603,12 Jun 2027 03:35:41.128,384.525
55,12 Jun 2027 12:36:34.418,12 Jun 2027 12:48:30.836,716.418
56,12 Jun 2027 14:12:42.877,12 Jun 2027 14:23:49.526,666.649
57,13 Jun 2027 00:29:04.383,13 Jun 2027 00:37:49.891,525.508
58,13 Jun 2027 02:03:06.909,13 Jun 2027 02:15:46.325,759.416
59,13 Jun 2027 03:42:41.657,13 Jun 2027 03:45:53.413,191.756
60,13 Jun 2027 12:48:17.987,13 Jun 2027 13:00:40.286,742.299
61,13 Jun 2027 14:25:16.072,13 Jun 2027 14:35:25.057,608.986
