Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:00:01.000,1 Jun 2027 00:01:33.168,92.168
2,1 Jun 2027 01:25:06.678,1 Jun 2027 01:36:09.382,662.704
3,1 Jun 2027 02:59:22.955,1 Jun 2027 03:11:25.160,722.205
4,1 Jun 2027 04:34:17.115,1 Jun 2027 04:47:09.719,772.604
5,1 Jun 2027 06:10:28.876,1 Jun 2027 06:23:07.827,758.951
6,1 Jun 2027 07:48:28.415,1 Jun 2027 07:59:05.733,637.319
7,1 Jun 2027 09:29:02.243,1 Jun 2027 09:34:29.576,327.333
8,1 Jun 2027 16:04:15.966,1 Jun 2027 16:12:22.262,486.296
9,1 Jun 2027 17:40:02.457,1 Jun 2027 17:51:44.348,701.891
10,1 Jun 2027 19:16:02.324,1 Jun 2027 19:28:57.249,774.925
11,1 Jun 2027 20:51:56.657,1 Jun 2027 21:04:34.145,757.488
12,1 Jun 2027 22:27:31.678,1 Jun 2027 22:39:07.597,695.918
13,2 Jun 2027 00:02:31.949,2 Jun 2027 00:13:22.578,650.628
14,2 Jun 2027 01:36:55.159,2 Jun 2027 01:48:03.572,668.413
15,2 Jun 2027 03:11:13.517,2 Jun 2027 03:23:23.830,730.313
16,2 Jun 2027 04:46:15.520,2 Jun 2027 04:59:10.856,775.336
17,2 Jun 2027 06:22:39.167,2 Jun 2027 06:35:09.734,750.567
18,2 Jun 2027 08:00:54.492,2 Jun 2027 08:11:06.322,611.831
19,2 Jun 2027 09:41:58.785,2 Jun 2027 09:46:15.205,256.420
20,2 Jun 2027 16:16:13.918,2 Jun 2027 16:24:58.342,524.424
21,2 Jun 2027 17:52:04.108,2 Jun 2027 18:04:01.566,717.458
22,2 Jun 2027 19:28:04.030,2 Jun 2027 19:41:00.864,776.834
23,2 Jun 2027 21:03:56.738,2 Jun 2027 21:16:27.840,751.102
24,2 Jun 2027 22:39:28.235,2 Jun 2027 22:50:56.245,688.010
25,3 Jun 2027 00:14:23.399,3 Jun 2027 00:25:12.440,649.041
26,3 Jun 2027 01:48:43.535,3 Jun 2027 01:59:58.419,674.885
27,3 Jun 2027 03:23:04.788,3 Jun 2027 03:35:22.918,738.131
28,3 Jun 2027 04:58:15.215,3 Jun 2027 05:11:12.179,776.964
29,3 Jun 2027 06:34:51.203,3 Jun 2027 06:47:11.620,740.417
30,3 Jun 2027 08:13:22.957,3 Jun 2027 08:23:06.448,583.491
31,3 Jun 2027 09:55:10.557,3 Jun 2027 09:57:47.496,156.939
32,3 Jun 2027 16:28:12.843,3 Jun 2027 16:37:31.493,558.651
33,3 Jun 2027 18:04:05.875,3 Jun 2027 18:16:16.874,730.999
34,3 Jun 2027 19:40:05.616,3 Jun 2027 19:53:03.034,777.419
35,3 Jun 2027 21:15:56.500,3 Jun 2027 21:28:20.589,744.089
