Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:18:12.205,1 Jun 2027 00:31:06.763,774.558
2,1 Jun 2027 01:53:59.679,1 Jun 2027 02:06:02.753,723.074
3,1 Jun 2027 03:29:20.066,1 Jun 2027 03:40:11.417,651.351
4,1 Jun 2027 05:03:57.151,1 Jun 2027 05:14:25.996,628.845
5,1 Jun 2027 06:38:02.701,1 Jun 2027 06:49:22.590,679.889
6,1 Jun 2027 08:12:25.578,1 Jun 2027 08:24:56.867,751.290
7,1 Jun 2027 09:47:54.746,1 Jun 2027 10:00:50.539,775.793
8,1 Jun 2027 11:25:04.811,1 Jun 2027 11:36:48.138,703.326
9,1 Jun 2027 13:04:34.112,1 Jun 2027 13:12:26.605,472.493
10,1 Jun 2027 19:43:24.699,1 Jun 2027 19:47:40.085,255.386
11,1 Jun 2027 21:18:22.459,1 Jun 2027 21:28:48.016,625.556
12,1 Jun 2027 22:54:16.062,1 Jun 2027 23:06:54.119,758.057
13,2 Jun 2027 00:30:13.333,2 Jun 2027 00:43:04.686,771.353
14,2 Jun 2027 02:05:58.432,2 Jun 2027 02:17:52.232,713.800
15,2 Jun 2027 03:41:14.073,2 Jun 2027 03:51:58.620,644.547
16,2 Jun 2027 05:15:45.623,2 Jun 2027 05:26:17.336,631.713
17,2 Jun 2027 06:49:50.276,2 Jun 2027 07:01:19.510,689.234
18,2 Jun 2027 08:24:19.106,2 Jun 2027 08:36:57.189,758.082
19,2 Jun 2027 09:59:59.191,2 Jun 2027 10:12:52.162,772.971
20,2 Jun 2027 11:37:24.137,2 Jun 2027 11:48:49.108,684.972
21,2 Jun 2027 13:17:16.154,2 Jun 2027 13:24:20.857,424.703
22,2 Jun 2027 19:55:07.106,2 Jun 2027 20:00:39.303,332.197
23,2 Jun 2027 21:30:22.502,2 Jun 2027 21:41:13.271,650.769
24,2 Jun 2027 23:06:17.722,2 Jun 2027 23:19:02.915,765.193
25,3 Jun 2027 00:42:14.277,3 Jun 2027 00:55:01.293,767.016
26,3 Jun 2027 02:17:56.732,3 Jun 2027 02:29:41.045,704.313
27,3 Jun 2027 03:53:07.342,3 Jun 2027 04:03:46.053,638.710
