Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:27:47.654,1 Jun 2027 00:40:39.750,772.095
2,1 Jun 2027 02:03:33.258,1 Jun 2027 02:15:28.946,715.688
3,1 Jun 2027 03:38:49.869,1 Jun 2027 03:49:35.721,645.852
4,1 Jun 2027 05:13:22.520,1 Jun 2027 05:23:53.558,631.038
5,1 Jun 2027 06:47:27.281,1 Jun 2027 06:58:54.622,687.342
6,1 Jun 2027 08:21:54.856,1 Jun 2027 08:34:31.637,756.781
7,1 Jun 2027 09:57:32.702,1 Jun 2027 10:10:26.367,773.665
8,1 Jun 2027 11:34:54.609,1 Jun 2027 11:46:23.470,688.862
9,1 Jun 2027 13:14:41.875,1 Jun 2027 13:21:56.737,434.862
10,1 Jun 2027 19:52:44.493,1 Jun 2027 19:58:02.775,318.282
11,1 Jun 2027 21:27:56.992,1 Jun 2027 21:38:42.920,645.927
12,1 Jun 2027 23:03:51.923,1 Jun 2027 23:16:35.821,763.899
13,2 Jun 2027 00:39:48.639,2 Jun 2027 00:52:36.614,767.975
14,2 Jun 2027 02:15:31.645,2 Jun 2027 02:27:17.878,706.233
15,2 Jun 2027 03:50:43.294,2 Jun 2027 04:01:23.096,639.802
16,2 Jun 2027 05:25:10.608,2 Jun 2027 05:35:45.490,634.881
17,2 Jun 2027 06:59:15.161,2 Jun 2027 07:10:52.000,696.839
18,2 Jun 2027 08:33:49.284,2 Jun 2027 08:46:32.178,762.894
19,2 Jun 2027 10:09:38.460,2 Jun 2027 10:22:28.022,769.562
20,2 Jun 2027 11:47:15.693,2 Jun 2027 11:58:24.210,668.517
21,2 Jun 2027 13:27:27.705,2 Jun 2027 13:33:48.849,381.144
22,2 Jun 2027 20:04:32.576,2 Jun 2027 20:10:54.682,382.106
23,2 Jun 2027 21:39:57.383,2 Jun 2027 21:51:06.255,668.871
24,2 Jun 2027 23:15:53.587,2 Jun 2027 23:28:43.237,769.650
25,3 Jun 2027 00:51:49.414,3 Jun 2027 01:04:32.221,762.807
26,3 Jun 2027 02:27:29.545,3 Jun 2027 02:39:06.230,696.686
27,3 Jun 2027 04:02:35.962,3 Jun 2027 04:13:10.777,634.814
28,3 Jun 2027 05:36:58.282,3 Jun 2027 05:47:38.178,639.896
29,3 Jun 2027 07:11:03.514,3 Jun 2027 07:22:49.908,706.394
30,3 Jun 2027 08:45:44.904,3 Jun 2027 08:58:32.955,768.051
31,3 Jun 2027 10:21:45.895,3 Jun 2027 10:34:29.694,763.798
32,3 Jun 2027 11:59:39.074,3 Jun 2027 12:10:24.592,645.517
33,3 Jun 2027 13:40:19.729,3 Jun 2027 13:45:36.842,317.113
34,3 Jun 2027 20:16:24.743,3 Jun 2027 20:23:40.423,435.680
35,3 Jun 2027 21:51:58.128,3 Jun 2027 22:03:27.307,689.179
36,3 Jun 2027 23:27:55.240,3 Jun 2027 23:40:48.964,773.724
37,4 Jun 2027 01:03:49.954,4 Jun 2027 01:16:26.629,756.675
38,4 Jun 2027 02:39:26.913,4 Jun 2027 02:50:54.095,687.182
39,4 Jun 2027 04:14:27.886,4 Jun 2027 04:24:58.865,630.980
40,4 Jun 2027 05:48:45.653,4 Jun 2027 05:59:31.610,645.958
41,4 Jun 2027 07:22:52.461,4 Jun 2027 07:34:48.306,715.845
42,4 Jun 2027 08:57:41.791,4 Jun 2027 09:10:33.947,772.155
43,4 Jun 2027 10:33:55.086,4 Jun 2027 10:46:31.347,756.261
44,4 Jun 2027 12:12:04.866,4 Jun 2027 12:22:24.533,619.666
45,4 Jun 2027 13:53:21.685,4 Jun 2027 13:57:16.967,235.282
46,4 Jun 2027 20:28:19.455,4 Jun 2027 20:36:21.545,482.089
47,4 Jun 2027 22:03:59.153,4 Jun 2027 22:15:46.168,707.015
48,4 Jun 2027 23:39:56.854,4 Jun 2027 23:52:53.060,776.205
49,5 Jun 2027 01:15:50.214,5 Jun 2027 01:28:19.914,749.699
50,5 Jun 2027 02:51:23.715,5 Jun 2027 03:02:41.597,677.882
51,5 Jun 2027 04:26:19.067,5 Jun 2027 04:36:47.456,628.390
52,5 Jun 2027 06:00:32.827,5 Jun 2027 06:11:25.771,652.945
53,5 Jun 2027 07:34:42.103,5 Jun 2027 07:46:47.150,725.047
