Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 01:12:09.455,1 Jun 2027 01:20:44.534,515.079
2,1 Jun 2027 02:45:56.881,1 Jun 2027 02:54:54.838,537.956
3,1 Jun 2027 04:19:14.436,1 Jun 2027 04:30:13.762,659.326
4,1 Jun 2027 05:53:24.629,1 Jun 2027 06:06:04.117,759.489
5,1 Jun 2027 07:29:18.055,1 Jun 2027 07:42:00.297,762.242
6,1 Jun 2027 09:07:35.025,1 Jun 2027 09:17:38.893,603.868
7,1 Jun 2027 17:26:42.101,1 Jun 2027 17:32:58.772,376.671
8,1 Jun 2027 19:01:38.909,1 Jun 2027 19:13:17.572,698.663
9,1 Jun 2027 20:37:29.259,1 Jun 2027 20:50:25.795,776.536
10,1 Jun 2027 22:13:25.297,1 Jun 2027 22:25:29.741,724.444
11,1 Jun 2027 23:49:06.092,1 Jun 2027 23:59:08.810,602.718
12,2 Jun 2027 01:23:59.105,2 Jun 2027 01:32:28.592,509.487
13,2 Jun 2027 02:57:38.346,2 Jun 2027 03:06:48.788,550.442
14,2 Jun 2027 04:30:58.492,2 Jun 2027 04:42:13.701,675.209
15,2 Jun 2027 06:05:19.547,2 Jun 2027 06:18:05.918,766.371
16,2 Jun 2027 07:41:28.593,2 Jun 2027 07:54:01.440,752.847
17,2 Jun 2027 09:20:08.329,2 Jun 2027 09:29:34.531,566.202
18,2 Jun 2027 17:38:27.209,2 Jun 2027 17:45:51.118,443.909
19,2 Jun 2027 19:13:38.713,2 Jun 2027 19:25:36.684,717.971
20,2 Jun 2027 20:49:31.081,2 Jun 2027 21:02:27.019,775.939
21,2 Jun 2027 22:25:26.407,2 Jun 2027 22:37:17.856,711.449
22,3 Jun 2027 00:01:03.348,3 Jun 2027 00:10:50.029,586.681
23,3 Jun 2027 01:35:47.418,3 Jun 2027 01:44:13.762,506.344
24,3 Jun 2027 03:09:19.484,3 Jun 2027 03:18:43.813,564.329
25,3 Jun 2027 04:42:43.577,3 Jun 2027 04:54:14.051,690.473
26,3 Jun 2027 06:17:16.197,3 Jun 2027 06:30:07.760,771.563
27,3 Jun 2027 07:53:41.462,3 Jun 2027 08:06:02.288,740.826
28,3 Jun 2027 09:32:45.839,3 Jun 2027 09:41:28.355,522.517
29,3 Jun 2027 17:50:16.969,3 Jun 2027 17:58:36.305,499.337
