Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:02:27.762,1 Jun 2027 00:12:01.641,573.879
2,1 Jun 2027 06:16:05.161,1 Jun 2027 06:25:39.225,574.064
3,1 Jun 2027 07:49:23.170,1 Jun 2027 08:02:00.917,757.747
4,1 Jun 2027 09:25:37.370,1 Jun 2027 09:37:46.234,728.864
5,1 Jun 2027 11:06:33.703,1 Jun 2027 11:11:25.457,291.754
6,1 Jun 2027 19:28:00.453,1 Jun 2027 19:34:47.468,407.016
7,1 Jun 2027 21:02:17.804,1 Jun 2027 21:14:44.191,746.387
8,1 Jun 2027 22:38:08.888,1 Jun 2027 22:50:34.556,745.668
9,2 Jun 2027 00:14:35.022,2 Jun 2027 00:23:31.036,536.014
10,2 Jun 2027 04:57:15.466,2 Jun 2027 05:00:21.478,186.012
11,2 Jun 2027 06:27:37.383,2 Jun 2027 06:37:45.724,608.340
12,2 Jun 2027 08:01:16.694,2 Jun 2027 08:14:03.244,766.550
13,2 Jun 2027 09:37:55.593,2 Jun 2027 09:49:42.059,706.466
14,2 Jun 2027 19:39:34.631,2 Jun 2027 19:47:43.265,488.634
15,2 Jun 2027 21:14:15.983,2 Jun 2027 21:26:55.292,759.309
16,2 Jun 2027 22:50:12.203,2 Jun 2027 23:02:22.708,730.505
17,3 Jun 2027 00:26:43.222,3 Jun 2027 00:34:57.478,494.256
18,3 Jun 2027 05:08:15.005,3 Jun 2027 05:12:47.515,272.510
19,3 Jun 2027 06:39:12.345,3 Jun 2027 06:49:51.572,639.227
20,3 Jun 2027 08:13:12.946,3 Jun 2027 08:26:05.031,772.085
21,3 Jun 2027 09:50:17.830,3 Jun 2027 10:01:36.333,678.504
22,3 Jun 2027 19:51:16.422,3 Jun 2027 20:00:28.534,552.113
23,3 Jun 2027 21:26:15.069,3 Jun 2027 21:39:03.165,768.096
24,3 Jun 2027 23:02:16.000,3 Jun 2027 23:14:08.214,712.214
25,4 Jun 2027 00:38:52.616,4 Jun 2027 00:46:20.756,448.140
26,4 Jun 2027 05:19:24.783,4 Jun 2027 05:25:04.975,340.192
27,4 Jun 2027 06:50:49.985,4 Jun 2027 07:01:56.849,666.864
28,4 Jun 2027 08:25:11.984,4 Jun 2027 08:38:06.249,774.265
29,4 Jun 2027 10:02:44.520,4 Jun 2027 10:13:28.676,644.156
30,4 Jun 2027 20:03:02.998,4 Jun 2027 20:13:06.235,603.237
31,4 Jun 2027 21:38:14.958,4 Jun 2027 21:51:07.966,773.008
32,4 Jun 2027 23:14:20.275,4 Jun 2027 23:25:51.090,690.815
33,5 Jun 2027 00:51:03.665,5 Jun 2027 00:57:40.484,396.819
34,5 Jun 2027 05:30:40.357,5 Jun 2027 05:37:18.386,398.028
35,5 Jun 2027 07:02:30.279,5 Jun 2027 07:14:01.604,691.325
36,5 Jun 2027 08:37:13.889,5 Jun 2027 08:50:06.827,772.939
37,5 Jun 2027 10:15:16.315,5 Jun 2027 10:25:18.522,602.207
38,5 Jun 2027 20:14:52.906,5 Jun 2027 20:25:37.902,644.996
39,5 Jun 2027 21:50:15.551,5 Jun 2027 22:03:09.802,774.250
40,5 Jun 2027 23:26:25.044,5 Jun 2027 23:37:31.322,666.278
