Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:31:58.412,1 Jun 2027 00:39:13.116,434.704
2,1 Jun 2027 02:06:24.430,1 Jun 2027 02:18:55.289,750.860
3,1 Jun 2027 03:42:17.408,1 Jun 2027 03:54:38.733,741.325
4,1 Jun 2027 05:18:45.383,1 Jun 2027 05:27:28.546,523.163
5,1 Jun 2027 10:01:05.621,1 Jun 2027 10:04:35.979,210.357
6,1 Jun 2027 11:31:37.617,1 Jun 2027 11:41:54.544,616.927
7,1 Jun 2027 13:05:22.849,1 Jun 2027 13:18:11.267,768.418
8,1 Jun 2027 14:42:08.981,1 Jun 2027 14:53:48.386,699.405
9,2 Jun 2027 00:43:35.482,2 Jun 2027 00:52:05.392,509.910
10,2 Jun 2027 02:18:23.008,2 Jun 2027 02:31:05.507,762.499
11,2 Jun 2027 03:54:20.990,2 Jun 2027 04:06:26.134,725.144
12,2 Jun 2027 05:30:54.085,2 Jun 2027 05:38:54.012,479.927
13,2 Jun 2027 10:12:08.375,2 Jun 2027 10:16:59.369,290.994
14,2 Jun 2027 11:43:13.339,2 Jun 2027 11:54:00.377,647.038
15,2 Jun 2027 13:17:19.957,2 Jun 2027 13:30:13.020,773.064
16,2 Jun 2027 14:54:32.545,2 Jun 2027 15:05:42.267,669.722
17,3 Jun 2027 00:55:19.070,3 Jun 2027 01:04:48.275,569.205
18,3 Jun 2027 02:30:22.465,3 Jun 2027 02:43:12.527,770.062
19,3 Jun 2027 04:06:25.058,3 Jun 2027 04:18:10.888,705.830
20,3 Jun 2027 05:43:04.129,3 Jun 2027 05:50:16.188,432.059
21,3 Jun 2027 10:23:19.777,3 Jun 2027 10:29:15.794,356.017
22,3 Jun 2027 11:54:51.754,3 Jun 2027 12:06:05.642,673.888
23,3 Jun 2027 13:29:19.887,3 Jun 2027 13:42:14.174,774.287
24,3 Jun 2027 15:07:00.750,3 Jun 2027 15:17:34.070,633.320
25,4 Jun 2027 01:07:06.903,4 Jun 2027 01:17:24.137,617.234
26,4 Jun 2027 02:42:22.693,4 Jun 2027 02:55:16.503,773.810
27,4 Jun 2027 04:18:29.605,4 Jun 2027 04:29:52.996,683.390
