Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:38:43.437,1 Jun 2027 00:51:09.811,746.374
2,1 Jun 2027 02:15:34.300,1 Jun 2027 02:23:38.828,484.528
3,1 Jun 2027 08:27:43.234,1 Jun 2027 08:35:34.035,470.800
4,1 Jun 2027 10:00:04.973,1 Jun 2027 10:12:27.648,742.675
5,1 Jun 2027 11:36:01.449,1 Jun 2027 11:48:15.424,733.975
6,1 Jun 2027 13:17:38.719,1 Jun 2027 13:21:03.001,204.281
7,1 Jun 2027 21:41:15.523,1 Jun 2027 21:46:52.152,336.629
8,1 Jun 2027 23:14:53.968,1 Jun 2027 23:27:21.648,747.680
9,2 Jun 2027 00:50:48.052,2 Jun 2027 01:02:57.492,729.441
10,2 Jun 2027 02:27:51.420,2 Jun 2027 02:34:55.161,423.742
11,2 Jun 2027 08:39:03.876,2 Jun 2027 08:47:48.645,524.770
12,2 Jun 2027 10:11:55.096,2 Jun 2027 10:24:31.608,756.512
13,2 Jun 2027 11:48:19.581,2 Jun 2027 12:00:10.344,710.763
14,2 Jun 2027 21:52:35.655,2 Jun 2027 22:00:02.304,446.648
15,2 Jun 2027 23:26:51.661,2 Jun 2027 23:39:32.663,761.003
16,3 Jun 2027 01:02:53.559,3 Jun 2027 01:14:41.921,708.362
17,3 Jun 2027 02:40:13.527,3 Jun 2027 02:46:04.161,350.633
18,3 Jun 2027 08:50:29.323,3 Jun 2027 09:00:00.824,571.502
19,3 Jun 2027 10:23:48.440,3 Jun 2027 10:36:34.697,766.257
20,3 Jun 2027 12:00:42.299,3 Jun 2027 12:12:03.236,680.937
21,3 Jun 2027 22:04:09.596,3 Jun 2027 22:12:55.557,525.960
22,3 Jun 2027 23:38:50.624,3 Jun 2027 23:51:39.988,769.365
23,4 Jun 2027 01:15:00.011,4 Jun 2027 01:26:23.037,683.026
24,4 Jun 2027 02:52:45.182,4 Jun 2027 02:57:01.305,256.123
25,4 Jun 2027 09:01:58.979,4 Jun 2027 09:12:11.179,612.201
26,4 Jun 2027 10:35:45.015,4 Jun 2027 10:48:36.896,771.881
27,4 Jun 2027 12:13:10.178,4 Jun 2027 12:23:53.581,643.403
28,4 Jun 2027 22:15:51.055,4 Jun 2027 22:25:38.344,587.289
29,4 Jun 2027 23:50:50.709,5 Jun 2027 00:03:43.812,773.103
30,5 Jun 2027 01:27:07.501,5 Jun 2027 01:38:00.739,653.238
31,5 Jun 2027 03:05:51.177,5 Jun 2027 03:07:21.864,90.687
32,5 Jun 2027 09:13:32.470,5 Jun 2027 09:24:20.085,647.615
