Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:36:55.859,1 Jun 2027 00:49:31.194,755.335
2,1 Jun 2027 02:12:54.460,1 Jun 2027 02:24:53.351,718.891
3,1 Jun 2027 03:50:06.595,1 Jun 2027 03:56:32.938,386.342
4,1 Jun 2027 10:00:50.029,1 Jun 2027 10:09:57.739,547.710
5,1 Jun 2027 11:33:54.933,1 Jun 2027 11:46:36.683,761.750
6,1 Jun 2027 13:10:33.731,1 Jun 2027 13:22:11.033,697.302
7,1 Jun 2027 23:14:23.790,1 Jun 2027 23:22:34.943,491.154
8,2 Jun 2027 00:48:54.378,2 Jun 2027 01:01:40.422,766.044
9,2 Jun 2027 02:25:00.630,2 Jun 2027 02:36:36.132,695.502
10,2 Jun 2027 04:02:33.251,2 Jun 2027 04:07:36.356,303.105
11,2 Jun 2027 10:12:17.563,2 Jun 2027 10:22:09.202,591.639
12,2 Jun 2027 11:45:49.957,2 Jun 2027 11:58:39.504,769.547
13,2 Jun 2027 13:22:59.073,2 Jun 2027 13:34:02.898,663.825
14,2 Jun 2027 23:26:02.253,2 Jun 2027 23:35:22.482,560.228
15,3 Jun 2027 01:00:54.098,3 Jun 2027 01:13:46.042,771.945
16,3 Jun 2027 02:37:07.801,3 Jun 2027 02:48:15.525,667.724
17,3 Jun 2027 04:15:16.351,3 Jun 2027 04:18:21.025,184.674
18,3 Jun 2027 10:23:49.143,3 Jun 2027 10:34:19.021,629.879
19,3 Jun 2027 11:57:48.262,3 Jun 2027 12:10:41.409,773.148
20,3 Jun 2027 13:35:29.985,3 Jun 2027 13:45:51.869,621.884
21,3 Jun 2027 23:37:46.642,3 Jun 2027 23:48:01.188,614.546
22,4 Jun 2027 01:12:54.878,4 Jun 2027 01:25:48.209,773.331
23,4 Jun 2027 02:49:16.084,4 Jun 2027 02:59:51.402,635.318
24,4 Jun 2027 09:05:30.984,4 Jun 2027 09:08:09.812,158.828
25,4 Jun 2027 10:35:24.463,4 Jun 2027 10:46:27.505,663.042
26,4 Jun 2027 12:09:49.898,4 Jun 2027 12:22:42.352,772.453
27,4 Jun 2027 13:48:07.542,4 Jun 2027 13:57:36.972,569.429
28,4 Jun 2027 23:49:35.102,5 Jun 2027 00:00:33.042,657.940
29,5 Jun 2027 01:24:56.641,5 Jun 2027 01:37:47.020,770.380
30,5 Jun 2027 03:01:25.672,5 Jun 2027 03:11:23.585,597.913
31,5 Jun 2027 09:16:10.047,5 Jun 2027 09:20:58.170,288.122
32,5 Jun 2027 10:47:03.317,5 Jun 2027 10:58:34.840,691.523
