Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:21:05.045,1 Jun 2027 00:33:56.711,771.666
2,1 Jun 2027 01:57:09.274,1 Jun 2027 02:08:48.377,699.103
3,1 Jun 2027 03:33:50.972,1 Jun 2027 03:40:46.245,415.272
4,1 Jun 2027 08:13:50.078,1 Jun 2027 08:20:01.590,371.512
5,1 Jun 2027 09:45:28.780,1 Jun 2027 09:56:49.520,680.740
6,1 Jun 2027 11:20:03.120,1 Jun 2027 11:32:57.150,774.031
7,1 Jun 2027 12:57:52.543,1 Jun 2027 13:08:14.342,621.799
8,1 Jun 2027 22:57:46.194,1 Jun 2027 23:08:16.627,630.433
9,2 Jun 2027 00:33:05.591,2 Jun 2027 00:45:59.862,774.271
10,2 Jun 2027 02:09:14.092,2 Jun 2027 02:20:29.697,675.605
11,2 Jun 2027 03:46:03.881,2 Jun 2027 03:52:03.191,359.310
12,2 Jun 2027 08:25:07.926,2 Jun 2027 08:32:13.986,426.061
13,2 Jun 2027 09:57:10.651,2 Jun 2027 10:08:54.239,703.588
14,2 Jun 2027 11:32:06.889,2 Jun 2027 11:44:57.548,770.659
15,2 Jun 2027 13:10:27.925,2 Jun 2027 13:20:02.617,574.692
16,2 Jun 2027 23:09:37.926,2 Jun 2027 23:20:45.331,667.404
17,3 Jun 2027 00:45:06.804,3 Jun 2027 00:58:00.089,773.285
18,3 Jun 2027 02:21:19.434,3 Jun 2027 02:32:08.339,648.905
19,3 Jun 2027 03:58:20.273,3 Jun 2027 04:03:14.859,294.586
20,3 Jun 2027 08:36:29.657,3 Jun 2027 08:44:24.394,474.736
21,3 Jun 2027 10:08:55.180,3 Jun 2027 10:20:58.469,723.289
22,3 Jun 2027 11:44:13.702,3 Jun 2027 11:56:57.179,763.478
23,3 Jun 2027 13:23:10.172,3 Jun 2027 13:31:46.785,516.613
24,3 Jun 2027 23:21:31.772,3 Jun 2027 23:33:09.339,697.567
25,4 Jun 2027 00:57:08.610,4 Jun 2027 01:09:57.483,768.873
26,4 Jun 2027 02:33:25.343,4 Jun 2027 02:43:44.284,618.941
27,4 Jun 2027 04:10:43.431,4 Jun 2027 04:14:18.063,214.632
28,4 Jun 2027 08:47:54.761,4 Jun 2027 08:56:33.388,518.626
29,4 Jun 2027 10:20:42.377,4 Jun 2027 10:33:02.218,739.841
30,4 Jun 2027 11:56:23.699,4 Jun 2027 12:08:55.948,752.249
31,4 Jun 2027 13:36:01.523,4 Jun 2027 13:43:24.739,443.216
32,4 Jun 2027 22:00:07.383,4 Jun 2027 22:04:04.996,237.613
33,4 Jun 2027 23:33:27.298,4 Jun 2027 23:45:29.176,721.878
34,5 Jun 2027 01:09:10.977,5 Jun 2027 01:21:52.103,761.125
35,5 Jun 2027 02:45:31.879,5 Jun 2027 02:55:17.478,585.599
36,5 Jun 2027 04:23:29.712,5 Jun 2027 04:24:56.542,86.830
37,5 Jun 2027 08:59:22.944,5 Jun 2027 09:08:41.314,558.369
38,5 Jun 2027 10:32:32.251,5 Jun 2027 10:45:05.476,753.224
39,5 Jun 2027 12:08:37.065,5 Jun 2027 12:20:53.703,736.639
40,5 Jun 2027 13:49:06.845,5 Jun 2027 13:54:51.714,344.868
41,5 Jun 2027 22:11:16.961,5 Jun 2027 22:17:30.044,373.083
42,5 Jun 2027 23:45:24.181,5 Jun 2027 23:57:45.196,741.014
43,6 Jun 2027 01:21:13.860,6 Jun 2027 01:33:43.999,750.139
44,6 Jun 2027 02:57:39.151,6 Jun 2027 03:06:47.851,548.700
45,6 Jun 2027 07:40:55.596,6 Jun 2027 07:43:06.210,130.614
46,6 Jun 2027 09:10:54.033,6 Jun 2027 09:20:48.401,594.368
47,6 Jun 2027 10:44:24.830,6 Jun 2027 10:57:08.227,763.396
48,6 Jun 2027 12:20:54.026,6 Jun 2027 12:32:50.262,716.236
49,6 Jun 2027 14:02:44.237,6 Jun 2027 14:05:49.754,185.517
50,6 Jun 2027 22:22:47.488,6 Jun 2027 22:30:31.058,463.570
51,6 Jun 2027 23:57:22.209,7 Jun 2027 00:09:57.694,755.485
52,7 Jun 2027 01:33:17.236,7 Jun 2027 01:45:33.197,735.961
53,7 Jun 2027 03:09:47.319,7 Jun 2027 03:18:15.284,507.964
54,7 Jun 2027 07:51:44.925,7 Jun 2027 07:55:42.037,237.112
55,7 Jun 2027 09:22:27.923,7 Jun 2027 09:32:54.774,626.851
56,7 Jun 2027 10:56:20.145,7 Jun 2027 11:09:10.453,770.308
57,7 Jun 2027 12:33:14.881,7 Jun 2027 12:44:45.390,690.508
58,7 Jun 2027 22:34:27.313,7 Jun 2027 22:43:19.794,532.481
59,8 Jun 2027 00:09:21.207,8 Jun 2027 00:22:06.872,765.666
60,8 Jun 2027 01:45:21.099,8 Jun 2027 01:57:19.719,718.620
61,8 Jun 2027 03:21:56.610,8 Jun 2027 03:29:39.578,462.967
62,8 Jun 2027 08:02:50.810,8 Jun 2027 08:08:02.932,312.122
63,8 Jun 2027 09:34:04.553,8 Jun 2027 09:45:00.538,655.985
64,8 Jun 2027 11:08:18.250,8 Jun 2027 11:21:12.119,773.869
65,8 Jun 2027 12:45:40.024,8 Jun 2027 12:56:38.740,658.716
66,8 Jun 2027 22:46:12.672,8 Jun 2027 22:56:00.147,587.476
67,9 Jun 2027 00:21:21.043,9 Jun 2027 00:34:12.904,771.861
68,9 Jun 2027 01:57:25.450,9 Jun 2027 02:09:03.580,698.130
69,9 Jun 2027 03:34:07.432,9 Jun 2027 03:41:00.410,412.978
70,9 Jun 2027 08:14:03.995,9 Jun 2027 08:20:18.259,374.264
71,9 Jun 2027 09:45:43.867,9 Jun 2027 09:57:05.743,681.875
72,9 Jun 2027 11:20:19.213,9 Jun 2027 11:33:13.161,773.949
73,9 Jun 2027 12:58:10.022,9 Jun 2027 13:08:29.830,619.808
74,9 Jun 2027 22:58:01.776,9 Jun 2027 23:08:34.008,632.232
75,10 Jun 2027 00:33:21.617,10 Jun 2027 00:46:15.918,774.301
76,10 Jun 2027 02:09:30.286,10 Jun 2027 02:20:44.783,674.497
77,10 Jun 2027 03:46:20.453,10 Jun 2027 03:52:17.163,356.710
78,10 Jun 2027 08:25:22.044,10 Jun 2027 08:32:30.537,428.494
79,10 Jun 2027 09:57:25.859,10 Jun 2027 10:09:10.439,704.580
80,10 Jun 2027 11:32:23.116,10 Jun 2027 11:45:13.525,770.409
81,10 Jun 2027 13:10:45.688,10 Jun 2027 13:20:17.943,572.255
82,10 Jun 2027 23:09:53.611,10 Jun 2027 23:21:02.488,668.877
83,11 Jun 2027 00:45:22.855,11 Jun 2027 00:58:16.015,773.159
84,11 Jun 2027 02:21:35.649,11 Jun 2027 02:32:23.303,647.655
85,11 Jun 2027 03:58:37.031,11 Jun 2027 04:03:28.565,291.534
86,11 Jun 2027 08:36:43.949,11 Jun 2027 08:44:40.857,476.908
87,11 Jun 2027 10:09:10.513,11 Jun 2027 10:21:14.643,724.131
88,11 Jun 2027 11:44:30.071,11 Jun 2027 11:57:13.115,763.044
89,11 Jun 2027 13:23:28.293,11 Jun 2027 13:32:01.876,513.583
90,11 Jun 2027 23:21:47.536,11 Jun 2027 23:33:26.302,698.766
91,12 Jun 2027 00:57:24.683,12 Jun 2027 01:10:13.284,768.601
