Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 02:08:41.338,1 Jun 2027 02:13:42.477,301.139
2,1 Jun 2027 03:39:50.379,1 Jun 2027 03:50:41.055,650.676
3,1 Jun 2027 05:13:59.529,1 Jun 2027 05:26:52.894,773.365
4,1 Jun 2027 06:51:15.253,1 Jun 2027 07:02:20.829,665.575
5,1 Jun 2027 16:51:57.888,1 Jun 2027 17:01:31.728,573.840
6,1 Jun 2027 18:27:02.240,1 Jun 2027 18:39:52.753,770.513
7,1 Jun 2027 20:03:04.959,1 Jun 2027 20:14:48.984,704.025
8,1 Jun 2027 21:39:44.106,1 Jun 2027 21:46:52.414,428.308
9,2 Jun 2027 02:19:53.720,2 Jun 2027 02:25:58.018,364.298
10,2 Jun 2027 03:51:29.085,2 Jun 2027 04:02:46.121,677.035
11,2 Jun 2027 05:25:59.702,2 Jun 2027 05:38:53.865,774.162
12,2 Jun 2027 07:03:43.894,2 Jun 2027 07:14:12.253,628.359
13,2 Jun 2027 17:03:45.928,2 Jun 2027 17:14:06.873,620.945
14,2 Jun 2027 18:39:02.424,2 Jun 2027 18:51:56.352,773.928
15,2 Jun 2027 20:15:09.425,2 Jun 2027 20:26:30.805,681.380
16,2 Jun 2027 21:51:55.997,2 Jun 2027 21:58:10.546,374.549
17,3 Jun 2027 02:31:11.114,3 Jun 2027 02:38:10.334,419.221
18,3 Jun 2027 04:03:10.437,3 Jun 2027 04:14:50.676,700.238
19,3 Jun 2027 05:38:02.778,3 Jun 2027 05:50:54.171,771.392
20,3 Jun 2027 07:16:17.973,3 Jun 2027 07:26:00.888,582.915
21,3 Jun 2027 17:15:36.908,3 Jun 2027 17:26:36.420,659.512
22,3 Jun 2027 18:51:03.279,3 Jun 2027 19:03:57.037,773.758
23,3 Jun 2027 20:27:14.403,3 Jun 2027 20:38:09.978,655.576
24,3 Jun 2027 22:04:10.840,3 Jun 2027 22:09:23.934,313.094
25,4 Jun 2027 02:42:32.410,4 Jun 2027 02:50:20.606,468.196
26,4 Jun 2027 04:14:54.425,4 Jun 2027 04:26:54.742,720.317
27,4 Jun 2027 05:50:08.861,4 Jun 2027 06:02:53.731,764.870
28,4 Jun 2027 07:28:58.626,4 Jun 2027 07:37:45.675,527.050
29,4 Jun 2027 17:27:30.120,4 Jun 2027 17:39:01.166,691.046
30,4 Jun 2027 19:03:04.739,4 Jun 2027 19:15:54.893,770.155
31,4 Jun 2027 20:39:19.917,4 Jun 2027 20:49:46.492,626.575
32,4 Jun 2027 22:16:31.026,4 Jun 2027 22:20:30.280,239.254
33,5 Jun 2027 02:53:57.066,5 Jun 2027 03:02:29.451,512.385
34,5 Jun 2027 04:26:41.050,5 Jun 2027 04:38:58.340,737.290
35,5 Jun 2027 06:02:18.073,5 Jun 2027 06:14:52.452,754.379
36,5 Jun 2027 07:41:47.841,5 Jun 2027 07:49:24.740,456.899
37,5 Jun 2027 16:06:24.798,5 Jun 2027 16:09:33.707,188.909
38,5 Jun 2027 17:39:25.091,5 Jun 2027 17:51:21.659,716.568
39,5 Jun 2027 19:15:06.761,5 Jun 2027 19:27:49.983,763.222
40,5 Jun 2027 20:51:26.030,5 Jun 2027 21:01:20.301,594.271
41,5 Jun 2027 22:29:05.106,5 Jun 2027 22:31:21.119,136.013
42,6 Jun 2027 03:05:24.775,6 Jun 2027 03:14:37.219,552.444
43,6 Jun 2027 04:38:30.324,6 Jun 2027 04:51:01.456,751.132
44,6 Jun 2027 06:14:30.598,6 Jun 2027 06:26:50.201,739.603
45,6 Jun 2027 07:54:49.766,6 Jun 2027 08:00:54.048,364.282
46,6 Jun 2027 16:17:23.561,6 Jun 2027 16:23:09.761,346.200
47,6 Jun 2027 17:51:21.477,6 Jun 2027 18:03:38.292,736.816
48,6 Jun 2027 19:27:09.305,6 Jun 2027 19:39:42.363,753.058
49,6 Jun 2027 21:03:32.833,6 Jun 2027 21:12:51.342,558.509
50,7 Jun 2027 01:47:05.069,7 Jun 2027 01:48:56.902,111.832
51,7 Jun 2027 03:16:55.372,7 Jun 2027 03:26:44.142,588.770
52,7 Jun 2027 04:50:22.269,7 Jun 2027 05:03:04.076,761.807
53,7 Jun 2027 06:26:46.637,7 Jun 2027 06:38:46.794,720.157
54,7 Jun 2027 08:08:17.641,7 Jun 2027 08:12:00.488,222.847
55,7 Jun 2027 16:28:50.575,7 Jun 2027 16:36:14.466,443.891
56,7 Jun 2027 18:03:19.049,7 Jun 2027 18:15:51.362,752.313
57,7 Jun 2027 19:39:12.348,7 Jun 2027 19:51:32.064,739.716
58,7 Jun 2027 21:15:40.458,7 Jun 2027 21:24:19.525,519.067
59,8 Jun 2027 01:57:50.563,8 Jun 2027 02:01:36.082,225.519
60,8 Jun 2027 03:28:28.746,8 Jun 2027 03:38:50.356,621.610
61,8 Jun 2027 05:02:16.926,8 Jun 2027 05:15:06.184,769.258
62,8 Jun 2027 06:39:06.488,8 Jun 2027 06:50:42.015,695.527
63,8 Jun 2027 16:40:28.431,8 Jun 2027 16:49:05.353,516.922
