Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:38:35.652,1 Jun 2027 00:48:49.267,613.615
2,1 Jun 2027 02:13:20.688,1 Jun 2027 02:25:08.671,707.983
3,1 Jun 2027 12:44:18.404,1 Jun 2027 12:55:04.747,646.344
4,1 Jun 2027 14:19:30.495,1 Jun 2027 14:30:57.448,686.953
5,2 Jun 2027 00:50:03.788,2 Jun 2027 01:01:17.753,673.965
6,2 Jun 2027 02:25:42.316,2 Jun 2027 02:36:44.088,661.772
7,2 Jun 2027 12:55:51.442,2 Jun 2027 13:07:28.612,697.170
8,2 Jun 2027 14:31:56.416,2 Jun 2027 14:42:28.298,631.882
9,3 Jun 2027 01:01:41.128,3 Jun 2027 01:13:37.556,716.428
10,3 Jun 2027 02:38:13.179,3 Jun 2027 02:48:09.684,596.505
11,3 Jun 2027 13:07:32.654,3 Jun 2027 13:19:44.764,732.110
12,3 Jun 2027 14:44:33.183,3 Jun 2027 14:53:47.649,554.466
13,4 Jun 2027 01:13:25.877,4 Jun 2027 01:25:50.349,744.472
14,4 Jun 2027 02:50:57.296,4 Jun 2027 02:59:21.289,503.993
15,4 Jun 2027 13:19:20.694,4 Jun 2027 13:31:54.402,753.708
16,4 Jun 2027 14:57:27.027,4 Jun 2027 15:04:49.087,442.059
17,5 Jun 2027 01:25:17.026,5 Jun 2027 01:37:56.982,759.956
18,5 Jun 2027 03:04:05.391,5 Jun 2027 03:10:07.995,362.605
19,5 Jun 2027 13:31:14.821,5 Jun 2027 13:43:58.131,763.310
20,5 Jun 2027 15:11:00.646,5 Jun 2027 15:15:09.730,249.084
21,6 Jun 2027 00:06:32.276,6 Jun 2027 00:09:42.964,190.688
22,6 Jun 2027 01:37:14.052,6 Jun 2027 01:49:57.852,763.800
23,6 Jun 2027 12:11:21.920,6 Jun 2027 12:16:50.206,328.286
24,6 Jun 2027 13:43:14.696,6 Jun 2027 13:55:56.156,761.460
25,7 Jun 2027 00:16:36.321,7 Jun 2027 00:23:32.991,416.671
26,7 Jun 2027 01:49:16.775,7 Jun 2027 02:01:53.002,756.227
27,7 Jun 2027 12:22:01.471,7 Jun 2027 12:30:05.276,483.805
28,7 Jun 2027 13:55:20.307,7 Jun 2027 14:07:48.355,748.049
29,8 Jun 2027 00:27:33.288,8 Jun 2027 00:36:31.143,537.854
30,8 Jun 2027 02:01:25.343,8 Jun 2027 02:13:42.148,736.805
31,8 Jun 2027 12:33:09.864,8 Jun 2027 12:42:52.464,582.600
32,8 Jun 2027 14:07:31.969,8 Jun 2027 14:19:34.281,722.312
33,9 Jun 2027 00:38:50.129,9 Jun 2027 00:49:10.286,620.157
34,9 Jun 2027 02:13:40.282,9 Jun 2027 02:25:24.629,704.347
35,9 Jun 2027 12:44:33.404,9 Jun 2027 12:55:25.272,651.869
36,9 Jun 2027 14:19:50.448,9 Jun 2027 14:31:13.025,682.578
37,10 Jun 2027 00:50:19.235,10 Jun 2027 01:01:37.854,678.619
38,10 Jun 2027 02:26:02.670,10 Jun 2027 02:36:59.234,656.564
39,10 Jun 2027 12:56:07.284,10 Jun 2027 13:07:48.339,701.054
40,10 Jun 2027 14:32:17.233,10 Jun 2027 14:42:42.951,625.718
41,11 Jun 2027 01:01:57.326,11 Jun 2027 01:13:56.947,719.621
42,11 Jun 2027 02:38:34.548,11 Jun 2027 02:48:23.750,589.202
43,11 Jun 2027 13:07:49.177,11 Jun 2027 13:20:03.840,734.663
44,11 Jun 2027 14:44:55.238,11 Jun 2027 14:54:00.988,545.750
45,12 Jun 2027 01:13:42.703,12 Jun 2027 01:26:09.131,746.428
46,12 Jun 2027 02:51:20.259,12 Jun 2027 02:59:33.678,493.419
47,12 Jun 2027 13:19:37.807,12 Jun 2027 13:32:12.901,755.094
48,12 Jun 2027 14:57:51.296,12 Jun 2027 15:05:00.119,428.823
49,13 Jun 2027 01:25:34.414,13 Jun 2027 01:38:15.213,760.799
50,13 Jun 2027 03:04:31.876,13 Jun 2027 03:10:16.757,344.881
51,13 Jun 2027 13:31:32.477,13 Jun 2027 13:44:16.094,763.616
52,13 Jun 2027 15:11:32.714,13 Jun 2027 15:15:12.850,220.136
