Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 07:51:19.609,1 Jun 2027 07:53:21.334,121.725
2,1 Jun 2027 09:21:25.390,1 Jun 2027 09:34:09.194,763.804
3,1 Jun 2027 11:02:22.190,1 Jun 2027 11:04:05.910,103.720
4,1 Jun 2027 19:55:50.999,1 Jun 2027 20:00:46.263,295.264
5,1 Jun 2027 21:27:25.367,1 Jun 2027 21:40:07.694,762.326
6,2 Jun 2027 08:01:00.708,2 Jun 2027 08:07:33.177,392.469
7,2 Jun 2027 09:33:26.737,2 Jun 2027 09:46:04.783,758.046
8,2 Jun 2027 20:06:23.255,2 Jun 2027 20:14:07.515,464.260
9,2 Jun 2027 21:39:29.532,2 Jun 2027 21:52:00.420,750.888
10,3 Jun 2027 08:11:53.249,3 Jun 2027 08:20:34.658,521.409
11,3 Jun 2027 09:45:33.783,3 Jun 2027 09:57:54.552,740.769
12,3 Jun 2027 20:17:28.399,3 Jun 2027 20:26:56.870,568.471
13,3 Jun 2027 21:51:39.558,3 Jun 2027 22:03:47.086,727.527
14,4 Jun 2027 08:23:07.458,4 Jun 2027 08:33:15.364,607.906
15,4 Jun 2027 09:57:46.963,4 Jun 2027 10:09:37.914,710.950
16,4 Jun 2027 20:28:49.672,4 Jun 2027 20:39:30.876,641.205
17,4 Jun 2027 22:03:56.113,4 Jun 2027 22:15:26.886,690.773
18,5 Jun 2027 08:34:34.529,5 Jun 2027 08:45:43.907,669.378
19,5 Jun 2027 10:10:07.204,5 Jun 2027 10:21:13.799,666.594
20,5 Jun 2027 20:40:21.675,5 Jun 2027 20:51:54.781,693.105
21,5 Jun 2027 22:16:20.480,5 Jun 2027 22:26:58.394,637.915
22,6 Jun 2027 08:46:10.854,6 Jun 2027 08:58:03.737,712.882
23,6 Jun 2027 10:22:36.282,6 Jun 2027 10:32:40.302,604.021
24,6 Jun 2027 20:52:01.870,6 Jun 2027 21:04:10.963,729.093
25,6 Jun 2027 22:28:55.132,6 Jun 2027 22:38:18.986,563.854
26,7 Jun 2027 08:57:54.579,7 Jun 2027 09:10:16.574,741.996
27,7 Jun 2027 10:35:17.792,7 Jun 2027 10:43:53.648,515.857
28,7 Jun 2027 21:03:48.870,7 Jun 2027 21:16:20.667,751.797
29,7 Jun 2027 22:41:45.561,7 Jun 2027 22:49:22.989,457.428
30,8 Jun 2027 09:09:44.665,8 Jun 2027 09:22:23.301,758.636
31,8 Jun 2027 10:48:20.894,8 Jun 2027 10:54:44.518,383.624
32,8 Jun 2027 21:15:41.905,8 Jun 2027 21:28:24.527,762.622
33,8 Jun 2027 22:55:09.801,8 Jun 2027 22:59:52.187,282.386
34,9 Jun 2027 07:51:27.076,9 Jun 2027 07:53:44.097,137.020
35,9 Jun 2027 09:21:40.558,9 Jun 2027 09:34:24.349,763.791
36,9 Jun 2027 11:02:47.963,9 Jun 2027 11:04:10.313,82.350
37,9 Jun 2027 19:56:03.052,9 Jun 2027 20:01:04.455,301.403
38,9 Jun 2027 21:27:40.605,9 Jun 2027 21:40:22.782,762.177
39,10 Jun 2027 08:01:13.701,10 Jun 2027 08:07:50.444,396.742
40,10 Jun 2027 09:33:42.055,10 Jun 2027 09:46:19.795,757.740
41,10 Jun 2027 20:06:36.727,10 Jun 2027 20:14:24.312,467.585
42,10 Jun 2027 21:39:44.920,10 Jun 2027 21:52:15.349,750.429
43,11 Jun 2027 08:12:07.035,11 Jun 2027 08:20:51.150,524.115
44,11 Jun 2027 09:45:49.248,11 Jun 2027 09:58:09.398,740.150
45,11 Jun 2027 20:17:42.415,11 Jun 2027 20:27:13.139,570.724
46,11 Jun 2027 21:51:55.105,11 Jun 2027 22:04:01.844,726.739
47,12 Jun 2027 08:23:21.656,12 Jun 2027 08:33:31.459,609.803
48,12 Jun 2027 09:58:02.597,12 Jun 2027 10:09:52.577,709.980
49,12 Jun 2027 20:29:04.019,12 Jun 2027 20:39:46.829,642.809
50,12 Jun 2027 22:04:11.842,12 Jun 2027 22:15:41.445,689.603
51,13 Jun 2027 08:34:49.007,13 Jun 2027 08:45:59.737,670.730
52,13 Jun 2027 10:10:23.041,13 Jun 2027 10:21:28.245,665.204
53,13 Jun 2027 20:40:36.263,13 Jun 2027 20:52:10.503,694.241
54,13 Jun 2027 22:16:36.435,13 Jun 2027 22:27:12.706,636.270
