Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 03:22:44.171,1 Jun 2027 03:30:10.154,445.983
2,1 Jun 2027 04:59:41.496,1 Jun 2027 05:05:50.137,368.641
3,1 Jun 2027 06:37:34.514,1 Jun 2027 06:41:36.247,241.732
4,1 Jun 2027 08:11:02.381,1 Jun 2027 08:18:41.114,458.733
5,2 Jun 2027 03:34:45.506,2 Jun 2027 03:42:12.012,446.506
6,2 Jun 2027 05:11:33.700,2 Jun 2027 05:17:27.632,353.932
7,2 Jun 2027 05:17:36.163,2 Jun 2027 05:18:16.386,40.222
8,2 Jun 2027 06:49:35.818,2 Jun 2027 06:53:45.330,249.512
9,2 Jun 2027 08:23:28.036,2 Jun 2027 08:30:09.515,401.479
10,3 Jun 2027 03:46:48.835,3 Jun 2027 03:54:09.736,440.902
11,3 Jun 2027 05:23:43.686,3 Jun 2027 05:28:46.836,303.150
12,3 Jun 2027 05:28:58.188,3 Jun 2027 05:30:04.844,66.657
13,3 Jun 2027 07:00:49.698,3 Jun 2027 07:05:43.386,293.688
14,3 Jun 2027 08:35:49.693,3 Jun 2027 08:36:35.230,45.537
15,3 Jun 2027 08:37:31.406,3 Jun 2027 08:40:51.552,200.146
16,4 Jun 2027 03:59:14.623,4 Jun 2027 04:05:59.888,405.266
17,4 Jun 2027 05:36:11.115,4 Jun 2027 05:40:36.763,265.648
18,4 Jun 2027 05:40:42.605,4 Jun 2027 05:41:58.241,75.636
19,4 Jun 2027 07:13:01.747,4 Jun 2027 07:17:33.801,272.054
20,4 Jun 2027 08:50:38.007,4 Jun 2027 08:52:21.625,103.618
21,5 Jun 2027 04:11:20.837,5 Jun 2027 04:18:04.209,403.372
22,5 Jun 2027 05:49:00.957,5 Jun 2027 05:53:29.326,268.370
23,5 Jun 2027 07:25:04.488,5 Jun 2027 07:29:52.530,288.041
24,5 Jun 2027 09:03:48.730,5 Jun 2027 09:03:50.822,2.091
25,6 Jun 2027 04:23:56.912,6 Jun 2027 04:30:10.473,373.561
26,6 Jun 2027 06:01:13.960,6 Jun 2027 06:05:50.332,276.371
27,6 Jun 2027 07:37:26.951,6 Jun 2027 07:42:07.075,280.124
28,7 Jun 2027 03:00:00.000,7 Jun 2027 03:06:19.046,379.046
29,7 Jun 2027 04:35:29.391,7 Jun 2027 04:41:56.446,387.055
30,7 Jun 2027 06:13:30.532,7 Jun 2027 06:17:41.412,250.881
31,7 Jun 2027 07:49:10.309,7 Jun 2027 07:53:34.200,263.891
32,7 Jun 2027 07:53:40.738,7 Jun 2027 07:54:37.412,56.673
33,8 Jun 2027 03:10:50.525,8 Jun 2027 03:18:24.254,453.730
34,8 Jun 2027 04:47:51.012,8 Jun 2027 04:53:58.526,367.514
35,8 Jun 2027 06:25:52.009,8 Jun 2027 06:29:48.483,236.475
36,8 Jun 2027 07:59:05.986,8 Jun 2027 08:05:35.962,389.976
37,8 Jun 2027 08:05:52.380,8 Jun 2027 08:06:58.359,65.979
38,9 Jun 2027 03:22:59.061,9 Jun 2027 03:30:25.010,445.949
39,9 Jun 2027 04:59:56.450,9 Jun 2027 05:06:04.970,368.520
40,9 Jun 2027 06:37:49.384,9 Jun 2027 06:42:01.008,251.625
41,9 Jun 2027 08:11:17.851,9 Jun 2027 08:18:55.903,458.052
42,10 Jun 2027 03:35:00.657,10 Jun 2027 03:42:26.835,446.178
43,10 Jun 2027 05:11:48.697,10 Jun 2027 05:17:42.404,353.708
44,10 Jun 2027 05:17:50.695,10 Jun 2027 05:18:31.270,40.575
45,10 Jun 2027 06:49:51.335,10 Jun 2027 06:54:00.155,248.820
46,10 Jun 2027 08:23:42.999,10 Jun 2027 08:30:24.123,401.124
47,11 Jun 2027 03:47:03.840,11 Jun 2027 03:54:24.435,440.595
48,11 Jun 2027 05:23:58.533,11 Jun 2027 05:29:01.564,303.031
49,11 Jun 2027 05:29:12.871,11 Jun 2027 05:30:19.431,66.560
50,11 Jun 2027 07:01:04.632,11 Jun 2027 07:05:58.175,293.543
51,11 Jun 2027 08:36:05.399,11 Jun 2027 08:36:49.801,44.402
52,11 Jun 2027 08:37:46.018,11 Jun 2027 08:41:06.142,200.124
53,12 Jun 2027 03:59:29.546,12 Jun 2027 04:06:14.731,405.186
54,12 Jun 2027 05:36:25.962,12 Jun 2027 05:40:50.623,264.661
55,12 Jun 2027 05:40:57.465,12 Jun 2027 05:42:12.953,75.488
56,12 Jun 2027 07:13:16.503,12 Jun 2027 07:17:48.768,272.265
57,12 Jun 2027 08:50:53.229,12 Jun 2027 08:52:36.094,102.865
58,13 Jun 2027 04:11:35.941,13 Jun 2027 04:18:19.176,403.235
59,13 Jun 2027 05:49:16.754,13 Jun 2027 05:53:44.636,267.881
60,13 Jun 2027 07:25:19.048,13 Jun 2027 07:30:07.037,287.988
