Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 03:52:07.671,1 Jun 2027 03:54:17.110,129.438
2,1 Jun 2027 04:04:20.320,1 Jun 2027 04:04:51.998,31.678
3,1 Jun 2027 05:26:14.612,1 Jun 2027 05:27:28.185,73.574
4,1 Jun 2027 05:28:17.728,1 Jun 2027 05:31:57.600,219.872
5,1 Jun 2027 07:01:03.107,1 Jun 2027 07:09:02.195,479.088
6,1 Jun 2027 07:09:23.615,1 Jun 2027 07:10:06.720,43.105
7,1 Jun 2027 08:38:53.545,1 Jun 2027 08:46:18.996,445.451
8,1 Jun 2027 10:15:38.265,1 Jun 2027 10:21:31.197,352.932
9,1 Jun 2027 10:21:37.526,1 Jun 2027 10:22:22.750,45.223
10,1 Jun 2027 11:53:46.844,1 Jun 2027 11:57:52.622,245.778
11,2 Jun 2027 04:04:05.414,2 Jun 2027 04:06:21.849,136.435
12,2 Jun 2027 05:40:02.682,2 Jun 2027 05:43:58.542,235.860
13,2 Jun 2027 07:13:51.293,2 Jun 2027 07:21:10.627,439.333
14,2 Jun 2027 07:21:23.089,2 Jun 2027 07:22:23.377,60.288
15,2 Jun 2027 08:51:00.749,2 Jun 2027 08:58:19.651,438.902
16,2 Jun 2027 10:28:03.632,2 Jun 2027 10:32:49.791,286.159
17,2 Jun 2027 10:32:58.286,2 Jun 2027 10:34:09.432,71.146
18,3 Jun 2027 04:15:58.073,3 Jun 2027 04:18:27.426,149.354
19,3 Jun 2027 05:52:20.455,3 Jun 2027 05:55:49.383,208.928
20,3 Jun 2027 07:26:12.211,3 Jun 2027 07:33:20.343,428.132
21,3 Jun 2027 07:33:21.410,3 Jun 2027 07:34:22.317,60.907
22,3 Jun 2027 09:03:27.359,3 Jun 2027 09:10:07.924,400.565
23,3 Jun 2027 10:40:28.379,3 Jun 2027 10:44:45.288,256.908
24,3 Jun 2027 10:44:47.108,3 Jun 2027 10:45:53.480,66.372
25,4 Jun 2027 03:04:16.636,4 Jun 2027 03:08:53.833,277.197
26,4 Jun 2027 04:27:46.799,4 Jun 2027 04:30:34.049,167.251
27,4 Jun 2027 06:04:23.925,4 Jun 2027 06:07:57.381,213.456
28,4 Jun 2027 07:39:29.844,4 Jun 2027 07:45:16.507,346.663
29,4 Jun 2027 07:45:19.793,4 Jun 2027 07:46:19.121,59.328
30,4 Jun 2027 09:15:50.629,4 Jun 2027 09:22:14.195,383.566
31,4 Jun 2027 10:53:20.322,4 Jun 2027 10:57:44.142,263.820
32,5 Jun 2027 03:17:45.575,5 Jun 2027 03:20:30.369,164.794
33,5 Jun 2027 04:40:00.629,5 Jun 2027 04:43:09.831,189.203
34,5 Jun 2027 06:16:33.859,5 Jun 2027 06:20:03.982,210.123
35,5 Jun 2027 07:51:44.107,5 Jun 2027 07:58:19.925,395.817
36,5 Jun 2027 09:28:05.622,5 Jun 2027 09:34:15.961,370.338
37,5 Jun 2027 11:05:23.993,5 Jun 2027 11:10:01.269,277.275
38,6 Jun 2027 03:28:36.038,6 Jun 2027 03:29:14.897,38.859
39,6 Jun 2027 03:29:37.053,6 Jun 2027 03:32:08.680,151.627
40,6 Jun 2027 04:52:30.265,6 Jun 2027 04:55:14.251,163.986
41,6 Jun 2027 06:28:25.036,6 Jun 2027 06:32:29.982,244.946
42,6 Jun 2027 08:03:18.803,6 Jun 2027 08:10:28.965,430.162
