Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:36:20.794,1 Jun 2027 00:49:09.207,768.412
2,1 Jun 2027 02:15:35.473,1 Jun 2027 02:22:25.351,409.877
3,1 Jun 2027 12:25:30.394,1 Jun 2027 12:37:11.182,700.788
4,1 Jun 2027 14:01:08.110,1 Jun 2027 14:12:54.595,706.485
5,1 Jun 2027 23:14:49.634,1 Jun 2027 23:24:13.554,563.920
6,2 Jun 2027 00:48:22.916,2 Jun 2027 01:01:07.127,764.211
7,2 Jun 2027 02:29:20.763,2 Jun 2027 02:32:57.670,216.907
8,2 Jun 2027 12:37:18.172,2 Jun 2027 12:49:29.738,731.567
9,2 Jun 2027 14:13:20.762,2 Jun 2027 14:24:30.470,669.708
10,2 Jun 2027 23:26:11.267,2 Jun 2027 23:36:35.296,624.030
11,3 Jun 2027 01:00:30.178,3 Jun 2027 01:13:02.050,751.873
12,3 Jun 2027 12:49:09.862,3 Jun 2027 13:01:42.278,752.416
13,3 Jun 2027 14:25:37.460,3 Jun 2027 14:35:59.733,622.273
14,3 Jun 2027 23:37:40.769,3 Jun 2027 23:48:51.851,671.082
15,4 Jun 2027 01:12:42.902,4 Jun 2027 01:24:53.622,730.720
16,4 Jun 2027 11:29:09.953,4 Jun 2027 11:32:56.499,226.546
17,4 Jun 2027 13:01:04.888,4 Jun 2027 13:13:49.366,764.478
18,4 Jun 2027 14:37:59.398,4 Jun 2027 14:47:21.073,561.675
19,4 Jun 2027 23:49:16.843,5 Jun 2027 00:01:04.376,707.533
20,5 Jun 2027 01:25:01.675,5 Jun 2027 01:36:41.256,699.581
21,5 Jun 2027 11:39:44.816,5 Jun 2027 11:46:39.168,414.352
22,5 Jun 2027 13:13:02.905,5 Jun 2027 13:25:51.323,768.418
23,5 Jun 2027 14:50:28.854,5 Jun 2027 14:58:32.099,483.245
24,6 Jun 2027 00:00:58.723,6 Jun 2027 00:13:13.551,734.828
25,6 Jun 2027 01:37:27.427,6 Jun 2027 01:48:24.040,656.612
26,6 Jun 2027 11:50:57.386,6 Jun 2027 11:59:41.716,524.330
27,6 Jun 2027 13:25:03.715,6 Jun 2027 13:37:48.322,764.607
28,6 Jun 2027 15:03:11.068,6 Jun 2027 15:09:27.418,376.349
29,6 Jun 2027 22:42:33.621,6 Jun 2027 22:46:05.764,212.143
30,7 Jun 2027 00:12:45.933,7 Jun 2027 00:25:19.747,753.814
31,7 Jun 2027 01:50:01.729,7 Jun 2027 02:00:00.436,598.708
32,7 Jun 2027 12:02:25.090,7 Jun 2027 12:12:26.832,601.742
33,7 Jun 2027 13:37:07.250,7 Jun 2027 13:49:40.371,753.121
34,7 Jun 2027 15:16:26.258,7 Jun 2027 15:19:46.678,200.420
35,7 Jun 2027 22:52:55.901,7 Jun 2027 22:59:18.066,382.165
36,8 Jun 2027 00:24:38.210,8 Jun 2027 00:37:23.157,764.948
37,8 Jun 2027 02:02:47.467,8 Jun 2027 02:11:27.623,520.156
38,8 Jun 2027 12:14:01.830,8 Jun 2027 12:25:00.695,658.865
39,8 Jun 2027 13:49:13.576,8 Jun 2027 14:01:27.349,733.774
40,8 Jun 2027 23:03:52.157,8 Jun 2027 23:11:59.490,487.332
41,9 Jun 2027 00:36:35.431,9 Jun 2027 00:49:23.845,768.414
42,9 Jun 2027 02:15:51.092,9 Jun 2027 02:22:39.222,408.130
43,9 Jun 2027 12:25:44.865,9 Jun 2027 12:37:26.097,701.232
44,9 Jun 2027 14:01:22.893,9 Jun 2027 14:13:08.976,706.083
45,9 Jun 2027 23:15:03.734,9 Jun 2027 23:24:28.520,564.786
46,10 Jun 2027 00:48:37.620,10 Jun 2027 01:01:21.729,764.109
47,10 Jun 2027 02:29:37.457,10 Jun 2027 02:33:10.496,213.039
48,10 Jun 2027 12:37:32.695,10 Jun 2027 12:49:44.576,731.882
49,10 Jun 2027 14:13:35.585,10 Jun 2027 14:24:44.770,669.185
50,10 Jun 2027 23:26:25.476,10 Jun 2027 23:36:50.186,624.710
51,11 Jun 2027 01:00:44.944,11 Jun 2027 01:13:16.606,751.662
52,11 Jun 2027 12:49:24.425,11 Jun 2027 13:01:57.043,752.618
53,11 Jun 2027 14:25:52.338,11 Jun 2027 14:36:13.943,621.604
54,11 Jun 2027 23:37:55.066,11 Jun 2027 23:49:06.681,671.615
55,12 Jun 2027 01:12:57.743,12 Jun 2027 01:25:08.130,730.386
56,12 Jun 2027 11:29:22.952,12 Jun 2027 11:33:13.032,230.080
57,12 Jun 2027 13:01:19.489,12 Jun 2027 13:14:04.065,764.576
58,12 Jun 2027 14:38:14.350,12 Jun 2027 14:47:35.172,560.822
59,12 Jun 2027 23:49:31.220,13 Jun 2027 00:01:19.159,707.939
60,13 Jun 2027 01:25:16.598,13 Jun 2027 01:36:55.708,699.110
61,13 Jun 2027 11:39:58.729,13 Jun 2027 11:46:54.756,416.027
62,13 Jun 2027 13:13:17.541,13 Jun 2027 13:26:05.958,768.417
63,13 Jun 2027 14:50:43.920,13 Jun 2027 14:58:46.046,482.126
