Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:50:16.372,1 Jun 2027 01:03:04.241,767.869
2,1 Jun 2027 02:26:22.560,1 Jun 2027 02:37:58.168,695.608
3,1 Jun 2027 04:03:41.191,1 Jun 2027 04:09:13.399,332.208
4,1 Jun 2027 10:13:52.328,1 Jun 2027 10:24:10.499,618.170
5,1 Jun 2027 11:47:41.800,1 Jun 2027 12:00:33.740,771.941
6,1 Jun 2027 13:25:01.715,1 Jun 2027 13:35:55.083,653.367
7,1 Jun 2027 23:27:16.193,1 Jun 2027 23:36:57.236,581.044
8,2 Jun 2027 01:02:16.393,2 Jun 2027 01:15:09.172,772.779
9,2 Jun 2027 02:38:29.205,2 Jun 2027 02:49:37.948,668.743
10,2 Jun 2027 04:16:12.790,2 Jun 2027 04:20:10.026,237.236
11,2 Jun 2027 08:55:29.158,2 Jun 2027 08:58:10.884,161.725
12,2 Jun 2027 10:25:26.883,2 Jun 2027 10:36:18.707,651.825
13,2 Jun 2027 11:59:41.583,2 Jun 2027 12:12:35.226,773.643
14,2 Jun 2027 13:37:33.921,2 Jun 2027 13:47:43.814,609.893
15,2 Jun 2027 23:39:02.880,2 Jun 2027 23:49:33.037,630.157
16,3 Jun 2027 01:14:17.377,3 Jun 2027 01:27:10.774,773.396
17,3 Jun 2027 02:50:36.816,3 Jun 2027 03:01:14.419,637.603
18,3 Jun 2027 04:29:28.160,3 Jun 2027 04:30:20.761,52.601
19,3 Jun 2027 09:06:12.081,3 Jun 2027 09:10:54.991,282.910
20,3 Jun 2027 10:37:04.821,3 Jun 2027 10:48:25.883,681.062
21,3 Jun 2027 12:11:44.637,3 Jun 2027 12:24:35.791,771.154
22,3 Jun 2027 13:50:12.861,3 Jun 2027 13:59:28.596,555.734
23,3 Jun 2027 23:50:53.002,4 Jun 2027 00:02:02.666,669.664
24,4 Jun 2027 01:26:19.232,4 Jun 2027 01:39:09.158,769.926
25,4 Jun 2027 03:02:45.525,4 Jun 2027 03:12:47.451,601.926
26,4 Jun 2027 09:17:14.986,4 Jun 2027 09:23:21.277,366.291
27,4 Jun 2027 10:48:46.018,4 Jun 2027 11:00:32.144,706.126
28,4 Jun 2027 12:23:51.061,4 Jun 2027 12:36:35.355,764.295
29,4 Jun 2027 14:03:00.454,4 Jun 2027 14:11:07.615,487.161
30,5 Jun 2027 00:02:45.711,5 Jun 2027 00:14:27.051,701.340
31,5 Jun 2027 01:38:21.912,5 Jun 2027 01:51:04.375,762.463
32,5 Jun 2027 03:14:55.567,5 Jun 2027 03:24:16.814,561.247
33,5 Jun 2027 09:28:27.109,5 Jun 2027 09:35:40.561,433.452
34,5 Jun 2027 11:00:30.394,5 Jun 2027 11:12:37.560,727.166
35,5 Jun 2027 12:36:01.024,5 Jun 2027 12:48:33.792,752.768
36,5 Jun 2027 14:16:00.552,5 Jun 2027 14:22:37.152,396.600
37,5 Jun 2027 22:42:09.828,5 Jun 2027 22:44:41.769,151.941
38,6 Jun 2027 00:14:40.473,6 Jun 2027 00:26:46.810,726.337
39,6 Jun 2027 01:50:25.385,6 Jun 2027 02:02:56.482,751.097
40,6 Jun 2027 03:27:07.275,6 Jun 2027 03:35:42.179,514.904
41,6 Jun 2027 09:39:45.466,6 Jun 2027 09:47:55.872,490.406
42,6 Jun 2027 11:12:17.903,6 Jun 2027 11:24:42.180,744.277
43,6 Jun 2027 12:48:14.718,6 Jun 2027 13:00:30.923,736.205
44,6 Jun 2027 14:29:24.269,6 Jun 2027 14:33:46.236,261.967
45,6 Jun 2027 22:52:52.781,6 Jun 2027 22:58:33.203,340.422
46,7 Jun 2027 00:26:36.910,7 Jun 2027 00:39:02.396,745.486
47,7 Jun 2027 02:02:29.625,7 Jun 2027 02:14:45.479,735.854
48,7 Jun 2027 03:39:21.205,7 Jun 2027 03:47:03.021,461.816
49,7 Jun 2027 09:51:08.742,7 Jun 2027 10:00:08.567,539.825
50,7 Jun 2027 11:24:08.512,7 Jun 2027 11:36:46.021,757.509
51,7 Jun 2027 13:00:32.433,7 Jun 2027 13:12:26.517,714.084
52,7 Jun 2027 23:04:14.943,7 Jun 2027 23:11:42.179,447.236
