Acces,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,1 Jun 2027 00:10:24.884,1 Jun 2027 00:11:38.489,73.605
2,1 Jun 2027 00:12:25.330,1 Jun 2027 00:15:33.938,188.607
3,1 Jun 2027 01:45:32.855,1 Jun 2027 01:47:05.582,92.727
4,1 Jun 2027 01:47:33.947,1 Jun 2027 01:52:30.791,296.844
5,1 Jun 2027 01:53:28.801,1 Jun 2027 01:53:36.190,7.390
6,1 Jun 2027 03:22:44.171,1 Jun 2027 03:30:10.154,445.983
7,1 Jun 2027 04:59:41.496,1 Jun 2027 05:05:50.137,368.641
8,1 Jun 2027 06:37:34.514,1 Jun 2027 06:41:36.247,241.732
9,1 Jun 2027 08:11:02.381,1 Jun 2027 08:18:41.114,458.733
10,1 Jun 2027 13:19:21.660,1 Jun 2027 13:21:59.910,158.250
11,1 Jun 2027 14:55:45.195,1 Jun 2027 14:59:07.709,202.514
12,1 Jun 2027 15:00:43.198,1 Jun 2027 15:02:51.355,128.158
13,1 Jun 2027 16:32:34.907,1 Jun 2027 16:38:32.904,357.997
14,1 Jun 2027 18:08:28.437,1 Jun 2027 18:15:14.213,405.776
15,1 Jun 2027 19:44:43.929,1 Jun 2027 19:50:41.577,357.648
16,1 Jun 2027 21:23:47.501,1 Jun 2027 21:30:44.031,416.531
17,1 Jun 2027 22:47:55.637,1 Jun 2027 22:50:10.666,135.029
18,1 Jun 2027 23:00:08.164,1 Jun 2027 23:00:47.815,39.651
19,2 Jun 2027 00:22:09.865,2 Jun 2027 00:23:29.300,79.435
20,2 Jun 2027 00:24:12.985,2 Jun 2027 00:27:45.835,212.850
21,2 Jun 2027 01:57:02.370,2 Jun 2027 02:04:52.115,469.745
22,2 Jun 2027 02:05:17.114,2 Jun 2027 02:06:07.935,50.821
23,2 Jun 2027 03:34:45.506,2 Jun 2027 03:42:12.012,446.506
24,2 Jun 2027 05:11:33.700,2 Jun 2027 05:17:27.632,353.932
25,2 Jun 2027 05:17:36.163,2 Jun 2027 05:18:16.386,40.222
26,2 Jun 2027 06:49:35.818,2 Jun 2027 06:53:45.330,249.512
27,2 Jun 2027 08:23:28.036,2 Jun 2027 08:30:09.515,401.479
28,2 Jun 2027 13:31:25.365,2 Jun 2027 13:34:13.306,167.942
29,2 Jun 2027 15:07:51.580,2 Jun 2027 15:11:47.700,236.120
30,2 Jun 2027 15:12:49.253,2 Jun 2027 15:15:49.875,180.623
31,2 Jun 2027 16:44:24.595,2 Jun 2027 16:50:50.655,386.060
32,2 Jun 2027 18:19:58.019,2 Jun 2027 18:27:43.930,465.911
33,2 Jun 2027 19:57:09.882,2 Jun 2027 19:57:16.090,6.209
34,2 Jun 2027 19:57:30.405,2 Jun 2027 19:57:58.127,27.722
35,2 Jun 2027 19:58:00.068,2 Jun 2027 20:03:01.578,301.511
36,2 Jun 2027 21:35:51.708,2 Jun 2027 21:42:34.407,402.698
37,2 Jun 2027 22:59:59.163,2 Jun 2027 23:02:02.365,123.202
38,3 Jun 2027 00:35:56.633,3 Jun 2027 00:39:50.107,233.474
39,3 Jun 2027 02:09:46.103,3 Jun 2027 02:17:05.570,439.467
40,3 Jun 2027 02:17:15.325,3 Jun 2027 02:18:15.693,60.368
41,3 Jun 2027 03:46:48.835,3 Jun 2027 03:54:09.736,440.902
42,3 Jun 2027 05:23:43.686,3 Jun 2027 05:28:46.836,303.150
43,3 Jun 2027 05:28:58.188,3 Jun 2027 05:30:04.844,66.657
44,3 Jun 2027 07:00:49.698,3 Jun 2027 07:05:43.386,293.688
45,3 Jun 2027 08:35:49.693,3 Jun 2027 08:36:35.230,45.537
46,3 Jun 2027 08:37:31.406,3 Jun 2027 08:40:51.552,200.146
47,3 Jun 2027 13:43:30.361,3 Jun 2027 13:45:49.528,139.167
48,3 Jun 2027 13:46:08.623,3 Jun 2027 13:48:40.307,151.684
49,3 Jun 2027 15:19:45.484,3 Jun 2027 15:24:35.829,290.345
50,3 Jun 2027 15:24:39.425,3 Jun 2027 15:27:40.829,181.404
51,3 Jun 2027 16:56:24.969,3 Jun 2027 17:02:59.460,394.492
52,3 Jun 2027 18:31:56.142,3 Jun 2027 18:39:38.107,461.965
53,3 Jun 2027 20:09:40.460,3 Jun 2027 20:09:47.497,7.038
54,3 Jun 2027 20:10:02.004,3 Jun 2027 20:11:02.537,60.533
55,3 Jun 2027 20:11:07.509,3 Jun 2027 20:16:14.162,306.653
56,3 Jun 2027 21:48:28.126,3 Jun 2027 21:53:10.712,282.586
57,3 Jun 2027 23:11:53.918,3 Jun 2027 23:14:17.534,143.616
58,4 Jun 2027 00:48:13.488,4 Jun 2027 00:51:41.938,208.451
59,4 Jun 2027 02:21:43.001,4 Jun 2027 02:30:14.930,511.928
60,4 Jun 2027 03:59:14.623,4 Jun 2027 04:05:59.888,405.266
61,4 Jun 2027 05:36:11.115,4 Jun 2027 05:40:36.763,265.648
62,4 Jun 2027 05:40:42.605,4 Jun 2027 05:41:58.241,75.636
63,4 Jun 2027 07:13:01.747,4 Jun 2027 07:17:33.801,272.054
64,4 Jun 2027 08:50:38.007,4 Jun 2027 08:52:21.625,103.618
65,4 Jun 2027 13:55:44.513,4 Jun 2027 13:58:18.365,153.852
66,4 Jun 2027 13:59:00.450,4 Jun 2027 14:00:24.187,83.737
67,4 Jun 2027 15:31:45.723,4 Jun 2027 15:38:24.135,398.412
68,4 Jun 2027 17:08:27.999,4 Jun 2027 17:14:51.545,383.545
69,4 Jun 2027 18:44:00.018,4 Jun 2027 18:51:33.414,453.396
70,4 Jun 2027 20:22:06.682,4 Jun 2027 20:22:33.751,27.069
71,4 Jun 2027 20:22:37.627,4 Jun 2027 20:28:16.153,338.527
72,4 Jun 2027 22:00:07.540,4 Jun 2027 22:04:56.480,288.940
73,4 Jun 2027 23:23:44.537,4 Jun 2027 23:26:26.797,162.260
74,5 Jun 2027 01:00:15.570,5 Jun 2027 01:03:49.462,213.893
75,5 Jun 2027 02:34:22.468,5 Jun 2027 02:41:09.006,406.538
76,5 Jun 2027 02:41:11.676,5 Jun 2027 02:42:09.799,58.123
77,5 Jun 2027 04:11:20.837,5 Jun 2027 04:18:04.209,403.372
78,5 Jun 2027 05:49:00.957,5 Jun 2027 05:53:29.326,268.370
79,5 Jun 2027 07:25:04.488,5 Jun 2027 07:29:52.530,288.041
80,5 Jun 2027 09:03:48.730,5 Jun 2027 09:03:50.822,2.091
81,5 Jun 2027 14:07:53.857,5 Jun 2027 14:10:10.824,136.967
82,5 Jun 2027 15:43:49.416,5 Jun 2027 15:50:11.357,381.941
83,5 Jun 2027 17:20:30.536,5 Jun 2027 17:26:59.858,389.322
84,5 Jun 2027 18:56:03.137,5 Jun 2027 19:03:28.916,445.779
85,5 Jun 2027 20:34:12.512,5 Jun 2027 20:35:14.619,62.107
